#,Sentence#,Token,Tag-Mixed,Segment
10636,619,اللحظة,,اللحظة
10637,619,ومش,,ومش
10638,619,بعرف,,بعرف
10639,619,ابص,,ابص
10640,619,على,,على
10641,619,الشاشة,,الشاشة
10642,619,وانا,,وانا
10643,619,بtype,,بtype
10644,619,عالكيبورد,,عالكيبورد
10645,619,ممكن,,ممكن
10646,619,ابص,,ابص
10647,619,ثانية,,ثانية
10648,619,على,,على
10649,619,الشاشة,,الشاشة
10650,619,وارجع,,وارجع
10651,619,تاني,,تاني
10652,619,بسرعة,,بسرعة
10653,619,ابص,,ابص
10654,619,ع,,ع
10655,619,الكي,,الكي
10656,619,بورد,,بورد
10657,619,لكن,,لكن
10658,619,سريع,,سريع
10659,619,الحمد,,الحمد
10660,619,لله,,لله
10661,619,بس,,بس
10662,619,دي,,دي
10663,619,المشكلة,,المشكلة
10664,619,دي,,دي
10665,619,مقللة,,مقللة
10666,619,الثقة,,الثقة
10667,619,في,,في
10668,619,نفسي,,نفسي
10669,619,وكل,,وكل
10670,619,ماجي,,ماجي
10671,619,اتعلم,,اتعلم
10672,619,الطريقة,,الطريقة
10673,619,الصحيحة,,الصحيحة
10674,619,بتزنق,,بتزنق
10675,619,في,,في
10676,619,الشغل,,الشغل
10677,619,عشان,,عشان
10678,619,البطء,,البطء
10679,619,وارجع,,وارجع
10680,619,تاني,,تاني
10681,619,للطريقة,,للطريقة
10682,619,التقليدية,,التقليدية
10683,619,..,,..
10684,619,هل,,هل
10685,619,دا,,دا
10686,619,عادي,,عادي
10687,619,؟,,؟
10688,619,وهل,,وهل
10689,619,من,,من
10690,619,حل,,حل
10691,619,وشكرا,,وشكرا
10692,619,جدا,,جدا
10693,619,مقدما,,مقدما
10694,619,.,,.
10695,620,ده,,ده
10696,620,مش,,مش
10697,620,tutorial,,tutorial
10698,620,عشان,,عشان
10699,620,ممكن,,ممكن
10700,620,جدا,,جدا
10701,620,من,,من
10702,620,الاسم,,الاسم
10703,620,الناس,,الناس
10704,620,تفتكر,,تفتكر
10705,620,ده,,ده
10706,620,.,,.
10707,621,ده,,ده
10708,621,مقال,,مقال
10709,621,عظيم,,عظيم
10710,621,عن,,عن
10711,621,اهم,,اهم
10712,621,الconsiderations,,الconsiderations
10713,621,اللي,,اللي
10714,621,تراعيها,,تراعيها
10715,621,وتعمل,,وتعمل
10716,621,حسابها,,حسابها
10717,621,وانت,,وانت
10718,621,بتكتب,,بتكتب
10719,621,restful,,restful
10720,621,api,,api
10721,621,او,,او
10722,621,بتعمل,,بتعمل
10723,621,design,,design
10724,621,لapi,,لapi
10725,621,.,,.
10726,622,الموضوع,,الموضوع
10727,622,مفيد,,مفيد
10728,622,جدا,,جدا
10729,622,للناس,,للناس
10730,622,اللي,,اللي
10731,622,بتكتب,,بتكتب
10732,622,ruby,,ruby
10733,622,on,,on
10734,622,rails,,rails
10735,622,واللي,,واللي
10736,622,بيكتبوا,,بيكتبوا
10737,622,تكنولوجي,,تكنولوجي
10738,622,أخرى,,أخرى
10739,622,ممكن,,ممكن
10740,622,جدا,,جدا
10741,622,يستفيدوا,,يستفيدوا
10742,622,من,,من
10743,622,المفاهيم,,المفاهيم
10744,622,ويعيدوا,,ويعيدوا
10745,622,تطبيقها,,تطبيقها
10746,622,في,,في
10747,622,اي,,اي
10748,622,framework,,framework
10749,622,أو,,أو
10750,622,أي,,أي
10751,622,تكنولوجي,,تكنولوجي
10752,622,.,,.
10753,623,انا,,انا
10754,623,شخصيا,,شخصيا
10755,623,استفدت,,استفدت
10756,623,كتير,,كتير
10757,623,من,,من
10758,623,المقال,,المقال
10759,623,ده,,ده
10760,623,وحبيت,,وحبيت
10761,623,اشاركه,,اشاركه
10762,623,معاكم,,معاكم
10763,623,.,,.
10764,624,#,,#
10765,624,ruby,,ruby
10766,624,#,,#
10767,624,rails,,rails
10768,624,#,,#
10769,624,rest,,rest
10770,624,#,,#
10771,624,api,,api
10772,625,حد,,حد
10773,625,جرب,,جرب
10774,625,يعمل,,يعمل
10775,625,هوستنج,,هوستنج
10776,625,على,,على
10777,625,جهازه,,جهازه
10778,625,الشخصي,,الشخصي
10779,625,؟,,؟
10780,625,عندي,,عندي
10781,625,كذا,,كذا
10782,625,موقع,,موقع
10783,625,بساط,,بساط
10784,625,عاملهم,,عاملهم
10785,625,استضافة,,استضافة
10786,625,على,,على
10787,625,digitalocean,,digitalocean
10788,625,على,,على
10789,625,ubuntu,,ubuntu
10790,625,وبدور,,وبدور
10791,625,لو,,لو
10792,625,ينفع,,ينفع
10793,625,اعمل,,اعمل
10794,625,ده,,ده
10795,625,لوكال,,لوكال
10796,625,عندي,,عندي
10797,625,ويفضلوا,,ويفضلوا
10798,625,شغالين,,شغالين
10799,625,اونلاين,,اونلاين
10800,625,...,,...
10801,625,الانترنت,,الانترنت
10802,625,تمام,,تمام
10803,625,والجهاز,,والجهاز
10804,625,تمام,,تمام
10805,625,.,,.
10806,626,stack,,stack
10807,626,includes,,includes
10808,626,:,,:
10809,626,mongodb,,mongodb
10810,626,",",,","
10811,626,postgresql,,postgresql
10812,626,",.",,",."
10813,626,net,,net
10814,626,core,,core
10815,626,المشكلة,,المشكلة
10816,626,اني,,اني
10817,626,محتاج,,محتاج
10818,626,المواقع,,المواقع
10819,626,دي,,دي
10820,626,تشتغل,,تشتغل
10821,626,وكمان,,وكمان
10822,626,في,,في
10823,626,نفس,,نفس
10824,626,الوقت,,الوقت
10825,626,اقدر,,اقدر
10826,626,استخدم,,استخدم
10827,626,الجهاز,,الجهاز
10828,626,عادي,,عادي
10829,626,...,,...
10830,626,فكرت,,فكرت
10831,626,أشغل,,أشغل
10832,626,ubuntu,,ubuntu
10833,626,docker,,docker
10834,626,على,,على
10835,626,الويندوز,,الويندوز
10836,626,واعمل,,واعمل
10837,626,عليه,,عليه
10838,626,الاستضافة,,الاستضافة
10839,626,...,,...
10840,626,وفكرة,,وفكرة
10841,626,تانية,,تانية
10842,626,يمكن,,يمكن
10843,626,اني,,اني
10844,626,اشغل,,اشغل
10845,626,virtualization,,virtualization
10846,626,/,,/
10847,626,hyper,,hyper
10848,626,-,,-
10849,626,v,,v
10850,626,ويبقى,,ويبقى
10851,626,عندي,,عندي
10852,626,ويندوز,,ويندوز
10853,626,واوبنتو,,واوبنتو
10854,626,شغالين,,شغالين
10855,626,جمب,,جمب
10856,626,بعض,,بعض
10857,626,في,,في
10858,626,نفس,,نفس
10859,626,الوقت,,الوقت
10860,626,بس,,بس
10861,626,قلقان,,قلقان
10862,626,من,,من
10863,626,الاداء,,الاداء
10864,626,لأن,,لأن
10865,626,كده,,كده
10866,626,هـdedicate,,هـdedicate
10867,626,resources,,resources
10868,626,.,,.
10869,627,حد,,حد
10870,627,ليه,,ليه
10871,627,خبرة,,خبرة
10872,627,أو,,أو
10873,627,يفيدني,,يفيدني
10874,627,أو,,أو
10875,627,يفكر,,يفكر
10876,627,معايا,,معايا
10877,627,؟,,؟
10878,627,ملاحظات,,ملاحظات
10879,627,مهمة,,مهمة
10880,627,:-,,:-
10881,627,أنا,,أنا
10882,627,في,,في
10883,627,المجال,,المجال
10884,627,بقالي,,بقالي
10885,627,اكتر,,اكتر
10886,627,من,,من
10887,627,15,,15
10888,627,سنة,,سنة
10889,627,-,,-
10890,627,انا,,انا
10891,627,خارج,,خارج
10892,627,مصر,,مصر
10893,627,،,,،
10894,627,الانترنت,,الانترنت
10895,627,ممتاز,,ممتاز
10896,627,جدا,,جدا
10897,627,ً,,ً
10898,628,سؤال,,سؤال
10899,628,مهم,,مهم
10900,628,ومش,,ومش
10901,628,تكنيكال,,تكنيكال
10902,628,لو,,لو
10903,628,انت,,انت
10904,628,شغال,,شغال
10905,628,في,,في
10906,628,شركه,,شركه
10907,628,برمجيات,,برمجيات
10908,628,وعندك,,وعندك
10909,628,فكره,,فكره
10910,628,مشروع,,مشروع
10911,628,ورحت,,ورحت
10912,628,عارضها,,عارضها
10913,628,علي,,علي
10914,628,صاحب,,صاحب
10915,628,الشركه,,الشركه
10916,628,واقتنع,,واقتنع
10917,628,بيها,,بيها
10918,628,وهيأسس,,وهيأسس
10919,628,شركه,,شركه
10920,628,كامله,,كامله
10921,628,متكامله,,متكامله
10922,628,علي,,علي
10923,628,الفكره,,الفكره
10924,628,بتاعت,,بتاعت
10925,628,.,,.
10926,629,السؤل,,السؤل
10927,629,ايه,,ايه
10928,629,حقوقك,,حقوقك
10929,629,كصاحب,,كصاحب
10930,629,الفكره,,الفكره
10931,629,.,,.
10932,630,وهل,,وهل
10933,630,من,,من
10934,630,حقق,,حقق
10935,630,تبقي,,تبقي
10936,630,شريك,,شريك
10937,630,في,,في
10938,630,الشركه,,الشركه
10939,630,؟,,؟
10940,630,لو,,لو
10941,630,اه,,اه
10942,630,كام,,كام
10943,630,نسبتك,,نسبتك
10944,630,؟,,؟
10945,630,مع,,مع
10946,630,العلم,,العلم
10947,630,ان,,ان
10948,630,صاحب,,صاحب
10949,630,الشركه,,الشركه
10950,630,هيتكفل,,هيتكفل
10951,630,بجميع,,بجميع
10952,630,المبالغ,,المبالغ
10953,630,الماليه,,الماليه
10954,630,.,,.
10955,631,●,,●
10956,631,توضيح,,توضيح
10957,631,بسيط,,بسيط
10958,631,التنفيذ,,التنفيذ
10959,631,كله,,كله
10960,631,والبحث,,والبحث
10961,631,والتطوير,,والتطوير
10962,631,وكل,,وكل
10963,631,شي,,شي
10964,631,عملي,,عملي
10965,631,عليا,,عليا
10966,631,وانا,,وانا
10967,631,الي,,الي
10968,631,بنفذه,,بنفذه
10969,631,●,,●
10970,631,من,,من
10971,631,ناحيه,,ناحيه
10972,631,الضمير,,الضمير
10973,631,عنده,,عنده
10974,631,ضمير,,ضمير
10975,631,بس,,بس
10976,631,في,,في
10977,631,الاول,,الاول
10978,631,والاخر,,والاخر
10979,631,هو,,هو
10980,631,بزنس,,بزنس
10981,631,مان,,مان
10982,631,وشكرا,,وشكرا
10983,632,programming,,programming
10984,632,with,,with
10985,632,if,,if
10986,632,condition,,condition
10987,632,vs,,vs
10988,632,polymorphism,,polymorphism
10989,632,and,,and
10990,632,programming,,programming
10991,632,with,,with
10992,632,interfaces,,interfaces
10993,632,كان,,كان
10994,632,في,,في
10995,632,حد,,حد
10996,632,مشير,,مشير
10997,632,بوست,,بوست
10998,632,للمهندس,,للمهندس
10999,632,محمد,,محمد
11000,632,حماد,,حماد
11001,632,و,,و
11002,632,بيسال,,بيسال
11003,632,ايه,,ايه
11004,632,الفرق,,الفرق
11005,632,ما,,ما
11006,632,بين,,بين
11007,632,استخدام,,استخدام
11008,632,ال,,ال
11009,632,if,,if
11010,632,conditions,,conditions
11011,632,و,,و
11012,632,الdesign,,الdesign
11013,632,pattern,,pattern
11014,632,اللي,,اللي
11015,632,بيتم,,بيتم
11016,632,استخدامها,,استخدامها
11017,632,بديل,,بديل
11018,632,ليه,,ليه
11019,632,؟؟,,؟؟
11020,632,و,,و
11021,632,ناس,,ناس
11022,632,كتير,,كتير
11023,632,اعترضت,,اعترضت
11024,632,و,,و
11025,632,قالوا,,قالوا
11026,632,ان,,ان
11027,632,دي,,دي
11028,632,مبالغة,,مبالغة
11029,632,و,,و
11030,632,تعقيد,,تعقيد
11031,632,اكتر,,اكتر
11032,632,من,,من
11033,632,اللازم,,اللازم
11034,632,..,,..
11035,632,طيب,,طيب
11036,632,انا,,انا
11037,632,هاتكلم,,هاتكلم
11038,632,بشكل,,بشكل
11039,632,مبسط,,مبسط
11040,632,بس,,بس
11041,632,في,,في
11042,632,واحده,,واحده
11043,632,من,,من
11044,632,اهم,,اهم
11045,632,المبادي,,المبادي
11046,632,و,,و
11047,632,اللي,,اللي
11048,632,هتخلي,,هتخلي
11049,632,طريقة,,طريقة
11050,632,و,,و
11051,632,تفكير,,تفكير
11052,632,اي,,اي
11053,632,ديفلوبر,,ديفلوبر
11054,632,يتغير,,يتغير
11055,632,كليا,,كليا
11056,632,في,,في
11057,632,كتابه,,كتابه
11058,632,الكود,,الكود
11059,632,..,,..
11060,632,اللي,,اللي
11061,632,هو,,هو
11062,632,open,,open
11063,632,/,,/
11064,632,closed,,closed
11065,632,principle,,principle
11066,632,..,,..
11067,632,الفكره,,الفكره
11068,632,باختصار,,باختصار
11069,632,مبنية,,مبنية
11070,632,علي,,علي
11071,632,concept,,concept
11072,632,مهم,,مهم
11073,632,جدا,,جدا
11074,632,وهو,,وهو
11075,632,instead,,instead
11076,632,of,,of
11077,632,programming,,programming
11078,632,with,,with
11079,632,if,,if
11080,632,condition,,condition
11081,632,",,",,",,"
11082,632,use,,use
11083,632,polymorphism,,polymorphism
11084,632,and,,and
11085,632,programming,,programming
11086,632,with,,with
11087,632,interfaces,,interfaces
11088,632,as,,as
11089,632,you,,you
11090,632,can,,can
11091,632,هتلاقوا,,هتلاقوا
11092,632,هنا,,هنا
11093,632,مثال,,مثال
11094,632,بسيط,,بسيط
11095,632,و,,و
11096,632,وواضح,,وواضح
11097,632,قوي,,قوي
11098,632,عن,,عن
11099,632,الفرق,,الفرق
11100,632,ما,,ما
11101,632,بين,,بين
11102,632,الطريقتين,,الطريقتين
11103,632,و,,و
11104,632,ان,,ان
11105,632,كان,,كان
11106,632,الكاتب,,الكاتب
11107,632,استخدم,,استخدم
11108,632,بس,,بس
11109,632,اتنين,,اتنين
11110,632,condition,,condition
11111,632,لمجرد,,لمجرد
11112,632,توضيح,,توضيح
11113,632,الفكره,,الفكره
11114,632,..,,..
11115,632,مش,,مش
11116,632,هابلغ,,هابلغ
11117,632,اني,,اني
11118,632,لو,,لو
11119,632,قولت,,قولت
11120,632,اني,,اني
11121,632,شوفت,,شوفت
11122,632,في,,في
11123,632,الحياه,,الحياه
11124,632,و,,و
11125,632,المشاريع,,المشاريع
11126,632,العمليه,,العمليه
11127,632,كود,,كود
11128,632,معمله,,معمله
11129,632,اكتر,,اكتر
11130,632,من,,من
11131,632,10,,10
11132,632,conditions,,conditions
11133,632,طبعا,,طبعا
11134,632,انا,,انا
11135,632,مش,,مش
11136,632,بقول,,بقول
11137,632,كل,,كل
11138,632,حاجه,,حاجه
11139,632,تتعمل,,تتعمل
11140,632,بالشكل,,بالشكل
11141,632,ده,,ده
11142,632,و,,و
11143,632,نصعب,,نصعب
11144,632,السهل,,السهل
11145,632,..,,..
11146,632,اللوجيك,,اللوجيك
11147,632,هو,,هو
11148,632,اللي,,اللي
11149,632,بيحكم,,بيحكم
11150,632,في,,في
11151,632,الاخر,,الاخر
11152,632,و,,و
11153,632,الهدف,,الهدف
11154,632,من,,من
11155,632,استخدام,,استخدام
11156,632,ال,,ال
11157,632,if,,if
11158,632,نفسه,,نفسه
11159,632,..,,..
11160,632,يعني,,يعني
11161,632,لو,,لو
11162,632,بستخدم,,بستخدم
11163,632,ال,,ال
11164,632,if,,if
11165,632,علشان,,علشان
11166,632,اتيست,,اتيست
11167,632,شرط,,شرط
11168,632,او,,او
11169,632,اتنين,,اتنين
11170,632,و,,و
11171,632,خلاص,,خلاص
11172,632,فبتاكيد,,فبتاكيد
11173,632,هي,,هي
11174,632,الخيار,,الخيار
11175,632,الامثل,,الامثل
11176,633,مساء,,مساء
11177,633,الخير,,الخير
11178,633,..,,..
11179,633,إزيكم,,إزيكم
11180,633,يا,,يا
11181,633,جماعة,,جماعة
11182,633,؟,,؟
11183,633,من,,من
11184,633,سنتين,,سنتين
11185,633,فاتوا,,فاتوا
11186,633,قابلت,,قابلت
11187,633,بالصدفة,,بالصدفة
11188,633,سؤال,,سؤال
11189,633,على,,على
11190,633,موقع,,موقع
11191,633,quora,,quora
11192,633,كان,,كان
11193,633,بيقول,,بيقول
11194,633,صاحبه,,صاحبه
11195,633,:,,:
11196,633,ازاي,,ازاي
11197,633,أخلي,,أخلي
11198,633,حياتي,,حياتي
11199,633,أبسط,,أبسط
11200,633,؟,,؟
11201,633,وقتها,,وقتها
11202,633,قرأت,,قرأت
11203,633,3,,3
11204,633,إجابات,,إجابات
11205,633,فتحوا,,فتحوا
11206,633,عيني,,عيني
11207,633,على,,على
11208,633,حاجات,,حاجات
11209,633,مكنتش,,مكنتش
11210,633,عارف,,عارف
11211,633,عنها,,عنها
11212,633,شيء,,شيء
11213,633,،,,،
11214,633,الإجابات,,الإجابات
11215,633,قال,,قال
11216,633,أصحابها,,أصحابها
11217,633,فيها,,فيها
11218,633,:,,:
11219,633,1,,1
11220,633,-,,-
11221,633,احذف,,احذف
11222,633,آخر,,آخر
11223,633,20,,20
11224,633,%,,%
11225,633,من,,من
11226,633,أصدقائك,,أصدقائك
11227,633,على,,على
11228,633,فيسبوك,,فيسبوك
11229,633,:,,:
11230,633,روح,,روح
11231,633,لقائمة,,لقائمة
11232,633,أصدقائك,,أصدقائك
11233,633,.,,.
11234,634,انزل,,انزل
11235,634,لتحت,,لتحت
11236,634,.,,.
11237,635,آخر,,آخر
11238,635,20,,20
11239,635,%,,%
11240,635,من,,من
11241,635,أصدقائك,,أصدقائك
11242,635,في,,في
11243,635,القائمة,,القائمة
11244,635,عمرهم,,عمرهم
11245,635,ما,,ما
11246,635,بيشوفوا,,بيشوفوا
11247,635,أو,,أو
11248,635,يتفاعلوا,,يتفاعلوا
11249,635,مع,,مع
11250,635,منشوراتك,,منشوراتك
11251,635,.,,.
11252,636,إلغي,,إلغي
11253,636,صداقتك,,صداقتك
11254,636,معاهم,,معاهم
11255,636,unfriend,,unfriend
11256,636,.,,.
11257,637,2,,2
11258,637,-,,-
11259,637,احذف,,احذف
11260,637,كل,,كل
11261,637,الرسايل,,الرسايل
11262,637,في,,في
11263,637,الجيميل,,الجيميل
11264,637,gmail,,gmail
11265,637,:,,:
11266,637,الأمر,,الأمر
11267,637,هيآخد,,هيآخد
11268,637,ساعات,,ساعات
11269,637,قليلة,,قليلة
11270,637,علشان,,علشان
11271,637,تنفذه,,تنفذه
11272,637,،,,،
11273,637,لكنه,,لكنه
11274,637,"""",,""""
11275,637,هيريح,,هيريح
